Time,Power - Solarpanels - L1,Power - Solarpanels - L2,Power - Solarpanels - L3,Total solar production
1632636000000.00,20751,20505,20154,61410
1632657600000.00,-45,-46,-27,-118
1632679200000.00,-47,-47,-27,-121
1632700800000.00,230,267,328,825
1632722400000.00,5588,5519,5447,16554
1632744000000.00,-45,-46,-29,-120
1632765600000.00,-48,-47,-26,-121
1632787200000.00,759,749,756,2264
1632808800000.00,32540,32272,31977,96789
1632830400000.00,-47,-47,-27,-121
1632852000000.00,-49,-48,-25,-122
1632873600000.00,-40,-45,-23,-108
1632895200000.00,27039,26713,26327,80079
1632916800000.00,-47,-48,-25,-120
1632938400000.00,-48,-47,-25,-120
1632960000000.00,374,359,387,1120
1632981600000.00,15559,15413,15168,46140
1633003200000.00,-47,-46,-24,-117
1633024800000.00,-47,-48,-25,-120
1633046400000.00,344,336,354,1034
1633068000000.00,5056,5017,4969,15042
1633089600000.00,-45,-46,-26,-117
1633111200000.00,-46,-47,-26,-119
1633132800000.00,-40,-46,-23,-109
1633154400000.00,3976,3925,3885,11786
1633176000000.00,-47,-47,-25,-119
1633197600000.00,-47,-47,-25,-119
1633219200000.00,-44,-46,-24,-114
1633240800000.00,6360,6295,6208,18863
1633262400000.00,-46,-47,-26,-119
1633284000000.00,-47,-47,-25,-119
1633305600000.00,-29,-37,-14,-80
1633327200000.00,11583,11457,11278,34318
1633348800000.00,-47,-48,-25,-120
1633370400000.00,-47,-47,-25,-119
1633392000000.00,-40,-47,-23,-110
1633413600000.00,8925,8831,8696,26452
1633435200000.00,-46,-48,-27,-121
1633456800000.00,-46,-47,-26,-119
1633478400000.00,-42,-47,-25,-114
1633500000000.00,-47,-47,-25,-119
1633521600000.00,-47,-46,-26,-119
1633543200000.00,-46,-47,-25,-118
1633564800000.00,-28,-35,-12,-75
1633586400000.00,27578,27338,26841,81757
1633608000000.00,-46,-47,-27,-120
1633629600000.00,-47,-47,-26,-120
1633651200000.00,7,1,24,32
1633672800000.00,26423,26144,25689,78256
1633694400000.00,-47,-47,-27,-121
1633716000000.00,-46,-47,-26,-119
1633737600000.00,-38,-45,-24,-107
1633759200000.00,25178,24926,24472,74576
1633780800000.00,-46,-46,-26,-118
1633802400000.00,-48,-47,-26,-121
1633824000000.00,170,165,191,526
1633845600000.00,15720,15538,15305,46563
1633867200000.00,-46,-46,-26,-118
1633888800000.00,-46,-46,-25,-117
1633910400000.00,-45,-45,-26,-116
